conversation_id,conversation_text,task_domain,channel,Conversational Authenticity,Conversation Type,Communication Medium,Manipulation Type,Malicious,Threat Severity,Impersonation,urgency_score_0_10,Emotional State,Verification Behavior,suggested_action
16276,"A routine message from Arsalan discusses following up on a courier delay; the sender mentions a mutually known detail, keeps the tone calm, and gives no instruction involving money or secrecy. The conversation remains focused on coordination rather than pressure or reward.",government service,SMS,Real,Genuine Human Conversation,Email,None,None,Low,None,1,trust,Provides normal verification,Allow
16277,"The message imitates the online store, creates a deadline around scholarship application, uses formal wording inconsistent with earlier messages, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the online store.",scholarship application,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Urgency Pressure,Scholarship Scam,High,Investment Advisor,10,guilt,Pushes immediate action,Warn User
16278,"A long explanation about parcel delivery appears polished but shallow, with generic reassurance, adds a reference number without a traceable source, and no specific shared background. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",parcel delivery,Email,Fake,AI-Generated Text Conversation,Text,Synthetic Text Generation,None,Medium,Customer Support,5,authority,Pushes immediate action,Verify First
16279,"The sender begins calmly but then connects electricity complaint with a sudden warning, claims the system will automatically close the request, and pressures the receiver to confirm a login code before checking the source. The risk increases because the message links electricity complaint with urgency and immediate compliance.",electricity complaint,Email,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Authority Spoofing,Scholarship Scam,Critical,University Clerk,7,urgency,Refuses call-back,Block and Escalate
16280,"The message imitates the bank, creates a deadline around pharmacy delivery, uses formal wording inconsistent with earlier messages, and discourages the receiver from verifying independently. The conversation attempts to control the receiver's next action rather than allow independent verification.",pharmacy delivery,SMS,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Credential Harvesting,Emergency Financial Scam,Critical,Relative,10,panic,Refuses call-back,Block and Escalate
16281,"The exchange concerns following up on an appointment, where Mia provides a reasonable explanation, avoids suspicious links, and waits for the receiver to respond normally. The message includes normal context and does not ask the receiver to bypass official steps.",tax office,Voice Transcript,Real,Genuine Human Conversation,Email,None,None,Low,None,2,trust,Allows verification,Allow
16282,"The receiver notices that the sender connects scholarship application with a sudden warning, refers to a blocked dashboard notification, and pressures the receiver to click an unknown payment link before checking the source. The suspicious part is that the sender ignores a direct question and repeats the instruction while demanding that the receiver transfer money quickly.",scholarship application,Email,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Urgency Pressure,OTP Theft,Critical,Child,7,urgency,Refuses call-back,Block and Escalate
16283,"The dialogue is consistent with genuine communication because it discusses checking availability for a call, allows the receiver to confirm later, and contains no hidden identity claim. The sender gives the receiver enough time to check the details before replying.",mobile wallet,Email,Real,Genuine Human Conversation,Email,None,None,Low,None,0,trust,Provides normal verification,Allow
16284,"A fake-looking conversation about social media account asks the receiver to approve a suspicious request, while the sender mentions a delayed verification window and avoids a clear identity check. The conversation attempts to control the receiver's next action rather than allow independent verification.",social media account,Email,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Impersonation,Banking Scam,High,University Clerk,10,fear,Refuses call-back,Warn User
16285,"The exchange concerns rescheduling a session, where Taha provides a reasonable explanation, uses ordinary conversational language, and waits for the receiver to respond normally. The request is linked to rescheduling a session, and no confidential credential is requested.",online shopping,Social Media DM,Real,Genuine Human Conversation,Voice Transcript,None,None,Low,None,0,trust,Provides normal verification,Allow
16286,"A routine message from Asad discusses checking whether a refund was processed; the sender accepts a normal call-back, keeps the tone calm, and gives no instruction involving money or secrecy. The message includes normal context and does not ask the receiver to bypass official steps.",banking,Voice Transcript,Real,Genuine Human Conversation,Text,None,None,Low,None,0,none,Provides normal verification,Allow
